date,stock A,stock B,stock C,stock D,stock E,stock F,stock G,stock H,stock I,stock J
20100201,1.098196245,0.972570779,0.971774607,0.886335012,1.087976581,1.163844997,1.021773182,0.991706121,0.917002496,0.940002487
20100202,1.091387802,0.964115752,0.962928156,0.860489781,1.08310972,1.194992269,1.018982886,0.986785518,0.876561191,0.954605196
20100203,1.084263223,0.98565355,0.976843489,0.874224734,1.110625105,1.193288539,0.990967048,0.977391056,0.903073552,0.990984331
20100204,1.070085225,0.994415669,0.995524792,0.883344463,1.106846608,1.197625575,0.987092301,0.983480776,0.889136844,0.986338792
20100205,1.055097954,1.035688759,0.98988616,0.88928195,1.138107819,1.193896912,0.961580125,0.966889599,0.851518033,0.972602275
20100208,1.074592466,1.087568836,0.993118176,0.884422994,1.099732264,1.199031072,0.932224049,0.961403272,0.840606667,0.969051381
20100209,1.099887815,1.038136132,0.994573125,0.878004614,1.077731092,1.192929782,0.943887167,0.945879551,0.858142242,0.965422953
20100210,1.112852966,1.050286373,1.000227215,0.872560121,1.071110044,1.186438824,0.93078937,0.96685385,0.852829498,1.009413027
20100211,1.115604585,1.014990108,1.016013078,0.881603884,1.068828906,1.192002151,0.949086361,0.977182947,0.893215228,0.992536507
20100212,1.140752925,1.009092456,1.016636695,0.908708115,1.074596146,1.194465413,0.959748693,1.003655622,0.898444496,0.977270345
20100215,1.142506002,1.006291026,1.022956436,0.905395711,1.075980662,1.155880096,0.974587084,1.00639084,0.893164056,0.93482966
20100216,1.164662702,1.003931608,1.04199598,0.907394201,1.055242653,1.18656248,0.979075792,0.985552784,0.890791992,0.926075219
20100217,1.150193103,1.024552136,1.064382974,0.932755667,1.064109217,1.182275615,0.975663125,0.973448204,0.912545761,0.934294225
20100218,1.138430989,1.008232065,1.057674428,0.94082781,1.055017355,1.181551072,0.997728978,0.979380692,0.87837397,0.946984662
20100219,1.165956659,1.014994522,1.089239924,0.935410548,1.052420083,1.190730272,1.027217935,0.992434224,0.845496263,0.942153497
20100222,1.147745742,1.043411583,1.077923186,0.917018851,1.038014744,1.188737013,1.036501113,1.019769139,0.871215062,0.932409267
20100223,1.148201732,1.024407441,1.093653227,0.910408814,1.055637535,1.188792948,1.040476451,1.013030527,0.875754131,0.953381792
20100224,1.148593646,1.052519496,1.070890146,0.913147154,1.053923198,1.191104972,1.082047812,1.052008074,0.902979639,0.938683293
20100225,1.16148549,1.071961543,1.07084234,0.90557971,1.038236906,1.15152959,1.065440455,1.049102912,0.923011721,0.919633696
20100226,1.201208982,1.077828038,1.056129367,0.913746616,1.065718705,1.159389299,1.059467354,1.046779412,0.912980817,0.931258774
20100301,1.212523172,1.095503666,1.046380269,0.920923183,1.07156399,1.171764068,1.058165588,1.048926764,0.898917586,0.954744517
20100302,1.204410403,1.107643961,1.062150905,0.913441454,1.072846416,1.16463136,1.057852184,1.056504899,0.919042652,0.949593631
20100303,1.216643544,1.129066394,1.048573477,0.913934924,1.07965557,1.194682934,1.03344177,1.05998558,0.911944042,0.950904988
20100304,1.249886433,1.125575372,1.069773698,0.940382489,1.09686344,1.155767391,1.06411848,1.034978306,0.93023948,0.980960798
20100305,1.287798242,1.145866668,1.080394651,0.927200337,1.06904109,1.159144206,1.074365569,1.046838036,0.929180344,0.971922461
20100308,1.317736026,1.14683311,1.074726372,0.947304444,1.088900425,1.13826871,1.061114314,1.041890193,0.945139117,1.004484551
20100309,1.311647426,1.135330142,1.095646606,0.943048021,1.073894362,1.09403804,1.041272035,1.056434921,0.945211296,0.986415798
20100310,1.311716379,1.122680349,1.112543046,0.951472472,1.085708799,1.065951286,1.052003988,1.038320945,0.947654809,0.968462875
20100311,1.283978918,1.111243853,1.11365487,0.958014235,1.082469705,1.08193662,1.066495654,1.067406896,0.954369286,0.96642849
20100312,1.282280786,1.121127973,1.121127019,0.977042564,1.070312117,1.067335386,1.089761151,1.032935152,0.937818699,0.943963848
20100315,1.270760594,1.133591748,1.15033195,0.989438663,1.068588889,1.077460109,1.089136133,1.034716775,0.942549739,0.956283005
20100316,1.276197072,1.175729463,1.183282254,0.974921369,1.077360593,1.065912528,1.079343507,1.020881924,0.959335949,0.938407221
20100317,1.272983127,1.162503529,1.161878446,0.970550558,1.089897471,1.066513247,1.068898615,1.003789441,0.959772934,0.942448464
20100318,1.224669359,1.165246709,1.149071255,0.983026023,1.10411458,1.073492749,1.068910862,1.016629211,0.960148651,0.954633721
20100319,1.22150821,1.188671142,1.119254294,0.978409453,1.139062116,1.09127504,1.069986241,1.00589053,0.979478844,0.969929031
20100322,1.239405267,1.199339306,1.120589247,0.99196164,1.140803455,1.086529274,1.07653727,1.028048911,0.992156034,1.003072764
20100323,1.266783396,1.228633598,1.157115287,0.980728037,1.139045903,1.093657373,1.137157096,1.016536981,0.981064976,0.977098751
20100324,1.2356681,1.233704989,1.17579184,0.976848267,1.144429942,1.120204565,1.121963195,1.021076859,0.992190545,0.986517097
20100325,1.227639552,1.254266014,1.19679092,0.994193693,1.152564429,1.117430707,1.09928482,1.031421649,0.971903577,0.995717122
20100326,1.228691079,1.248194322,1.204520599,1.001975551,1.126521573,1.119925833,1.098022968,1.010952288,0.964033809,1.035512536
20100329,1.231357381,1.226591425,1.23813893,1.011191391,1.156728236,1.089949495,1.068981335,0.998165485,0.948969928,1.044084415
20100330,1.263963745,1.216402442,1.226739509,0.971379215,1.175026587,1.101025504,1.064635644,0.977555147,0.965715311,1.037494935
20100331,1.269004232,1.221161568,1.237361481,0.986128775,1.204591949,1.126955877,1.059944192,0.975853606,0.959120423,1.028792787
20100401,1.284943597,1.236215565,1.274956794,0.972633669,1.25027015,1.130420138,1.04039297,0.995430806,0.963211766,1.025723487
20100402,1.279150026,1.224935433,1.287062112,0.944368826,1.282431273,1.122662489,1.034276691,1.012800471,0.983435568,1.056098435
20100405,1.322868314,1.155829321,1.292394445,0.972127701,1.299938394,1.108587193,1.019778452,1.018879754,0.981708178,1.027594544
20100406,1.289167911,1.186137884,1.298030134,0.9643617,1.332952084,1.088946787,1.023625967,1.006772596,0.968995615,1.069682958
20100407,1.272671631,1.169490368,1.294524942,0.95650898,1.359025524,1.092579579,1.023520309,1.006724865,0.98579561,1.070168525
20100408,1.257772743,1.180177765,1.301819519,0.973217574,1.356329495,1.099133318,1.022564109,1.006362949,0.996564821,1.088627119
20100409,1.295397339,1.164906608,1.275346546,0.965245199,1.347988584,1.10555393,1.025181734,0.989333173,1.034655992,1.062979878
20100412,1.336870197,1.15624977,1.287298631,0.964708429,1.35527308,1.079498617,1.01582789,0.98562178,1.027740265,1.063611847
20100413,1.377392541,1.173069983,1.281451913,0.97254178,1.382691197,1.057540374,1.035900015,1.00039512,1.042670581,1.07894336
20100414,1.360066481,1.168396096,1.271385987,0.955025173,1.41870085,1.051568341,1.021916077,0.976502998,1.041375115,1.062392574
20100415,1.320233639,1.185831555,1.277377121,0.953139372,1.475227749,1.04221701,1.008572248,0.982131494,1.032019432,1.096892449
20100416,1.300490772,1.233186605,1.309989484,0.960488009,1.448184586,1.059480364,0.983614058,0.967170154,1.002831788,1.092396082
20100419,1.296000506,1.211843721,1.338431916,0.965561547,1.444935968,1.029685576,0.98714512,0.985904691,1.00693585,1.098233057
20100420,1.285366741,1.211746435,1.327361293,0.988018699,1.496079292,1.032374007,0.994871102,0.967674478,1.016324886,1.140476208
20100421,1.288167982,1.198734461,1.345973962,0.991843676,1.485439825,1.055640437,0.981639435,0.95845002,1.017515786,1.166112764
20100422,1.263437,1.223362127,1.385401725,1.012123948,1.509980496,1.068822945,0.986870146,0.964884094,1.00283591,1.180972083
20100423,1.296859971,1.222279424,1.396845283,1.014418588,1.527493157,1.073159185,0.979964974,0.970303776,1.009703323,1.183359575
20100426,1.301415185,1.226816527,1.441090334,1.040980658,1.58818316,1.111251908,0.965475133,0.960909992,0.984451171,1.160728268
20100427,1.32816397,1.240214978,1.459234716,1.053172233,1.647820905,1.10235217,0.969442159,0.976699868,0.995848869,1.173433622
20100428,1.347652337,1.243955799,1.509395582,1.061332813,1.691735558,1.096733083,0.959571596,0.985001147,1.025646547,1.158311084
20100429,1.367473768,1.251911837,1.523519378,1.072278229,1.708341827,1.069766079,0.952259164,0.990046958,1.016095705,1.176898811
20100430,1.364810327,1.231707934,1.548761098,1.062496906,1.734367738,1.059273034,0.979405533,1.003484788,1.027079082,1.176859671
20100503,1.348996603,1.273280689,1.510809146,1.057976552,1.779428298,1.073276704,0.981210016,1.017192216,1.044015763,1.194453293
20100504,1.354182706,1.274994096,1.516646841,1.077476814,1.72387572,1.079518407,0.939129706,1.024352119,1.043946933,1.225105163
20100505,1.342896604,1.250732126,1.535541425,1.048500291,1.686690493,1.086292404,0.940794024,1.026444758,1.023456704,1.234880445
20100506,1.332628855,1.226769359,1.497706037,1.041227274,1.72035213,1.099383423,0.921316871,0.99575235,1.078069176,1.228438177
20100507,1.32907288,1.21827998,1.513387742,1.03016602,1.762465123,1.095219612,0.924967514,1.006588935,1.089664974,1.210705985
20100510,1.356073729,1.216550705,1.488265574,1.039215893,1.782492237,1.10786774,0.926239919,1.025962666,1.071625706,1.25415025
20100511,1.391017002,1.227950703,1.459489694,1.023694127,1.756498482,1.131442108,0.919155722,1.03456973,1.105395933,1.227307011
20100512,1.37558103,1.212851682,1.472614313,1.035224572,1.778521971,1.097735989,0.928035507,1.039608308,1.107981904,1.244529059
20100513,1.402942137,1.236781647,1.499860548,1.055690223,1.758510133,1.089728746,0.947110283,1.026720635,1.077741296,1.239897029
20100514,1.397765235,1.266009609,1.505729143,1.065844847,1.709611551,1.10655335,0.93083311,1.016394774,1.094685871,1.251116374
20100517,1.403877079,1.291617447,1.475049406,1.080944298,1.725652545,1.109714494,0.922519259,1.004025658,1.11205174,1.262967862
20100518,1.382372014,1.323489573,1.512048827,1.092383755,1.727210666,1.119700958,0.91969729,0.981020121,1.133818777,1.230789692
20100519,1.365031734,1.29613234,1.555410253,1.080200921,1.745505157,1.112600562,0.900780933,1.004008119,1.135543882,1.227581012
20100520,1.359874261,1.330580725,1.563528124,1.063520146,1.699729357,1.140954925,0.926473895,0.982016531,1.12431902,1.241491443
20100521,1.311612215,1.282489101,1.557346593,1.063394593,1.718795461,1.143420303,0.927521445,0.985853031,1.123168768,1.250843419
20100524,1.315541742,1.268281619,1.585774504,1.055077616,1.721906102,1.178954141,0.91388812,1.002616389,1.136210175,1.266896947
20100525,1.294679948,1.2636537,1.577908743,1.074509973,1.704941068,1.1378962,0.926560439,1.01249942,1.132748101,1.276999134
20100526,1.311654162,1.270639602,1.60192526,1.083399022,1.724159553,1.133462962,0.905445408,1.043595695,1.118463714,1.302245189
20100527,1.3426276,1.264570756,1.576567522,1.098889443,1.719257504,1.118718486,0.900034598,1.044710172,1.098575942,1.350643551
20100528,1.327424646,1.261962871,1.544143962,1.084268732,1.730896607,1.121157869,0.915051631,1.016773916,1.081130231,1.361075595
20100531,1.324305194,1.249341706,1.55788089,1.098390799,1.723027335,1.124715558,0.90196459,1.021193532,1.10575929,1.347778695
20100601,1.346298867,1.226767571,1.552888478,1.126736976,1.745085831,1.118674498,0.920222187,1.007460661,1.105471231,1.346917722
20100602,1.346060722,1.252596433,1.512384936,1.125002013,1.737463363,1.14503911,0.914202833,1.002933993,1.118642743,1.349061551
20100603,1.380912051,1.209158964,1.511336706,1.128797277,1.780354435,1.164582812,0.911379553,0.981222605,1.115611414,1.349950524
20100604,1.419189075,1.173514069,1.515822697,1.136034576,1.796919813,1.180529571,0.926046246,0.986988391,1.108408454,1.388569433
20100607,1.416014464,1.175138633,1.483606219,1.159667097,1.819870381,1.232494341,0.916521557,0.997710449,1.107978225,1.410717623
20100608,1.449024461,1.160231505,1.468076499,1.161828317,1.785171556,1.240524551,0.936514967,0.996970313,1.088391125,1.428216668
20100609,1.468972062,1.146247607,1.491375367,1.14828656,1.744971235,1.276584027,0.940006841,1.003552441,1.078598266,1.412324002
20100610,1.49400653,1.152507818,1.511399534,1.152584789,1.715224214,1.265705487,0.970195986,1.01285391,1.080990308,1.407537593
20100611,1.480967779,1.167984051,1.506538237,1.160924051,1.722614078,1.284069319,0.976089247,1.030172185,1.088267099,1.410608629
20100614,1.479585319,1.148665946,1.498741987,1.167248942,1.72466271,1.290889664,0.947359313,1.037043153,1.080715144,1.426306647
20100615,1.477398001,1.119861643,1.492169169,1.145006298,1.696776972,1.257042238,0.957544246,1.00923704,1.038684311,1.366781661
20100616,1.516853144,1.164262068,1.549412811,1.126061598,1.743326948,1.278885219,0.953007927,1.003044919,1.050722727,1.401964179
20100617,1.520527272,1.206004095,1.532598597,1.082087019,1.779714589,1.256770223,0.964587447,0.995301105,1.093760787,1.388241367
20100618,1.506894871,1.189192763,1.586476231,1.061804351,1.784673454,1.230217369,0.961512479,0.995394346,1.126190612,1.349603175
20100621,1.460271506,1.190447052,1.579637319,1.044445446,1.856147793,1.231185773,0.968269836,0.986323732,1.083473311,1.369896218
20100622,1.464266906,1.210297076,1.633627926,1.014070099,1.878146815,1.303705731,0.970901699,0.966698221,1.061481183,1.387471074
20100623,1.464520037,1.194612047,1.63194654,1.014721757,1.883954698,1.298787597,0.979397431,0.961030771,1.063844669,1.382517398
20100624,1.451423101,1.204781974,1.643299419,1.029007951,1.868199877,1.307174042,0.96900595,0.967434142,1.074842819,1.368918813
20100625,1.423103112,1.237349274,1.696703983,1.035273432,1.833538276,1.309824148,0.949601127,0.969699847,1.089475043,1.386356344
20100628,1.420823719,1.238241645,1.701687295,1.041713714,1.83541906,1.333416387,0.942658422,0.969053329,1.078448424,1.378169057
20100629,1.417555618,1.22006546,1.694635966,1.047540835,1.867323332,1.344029838,0.945872178,0.983585138,1.094117365,1.389624175
20100630,1.419430546,1.240908728,1.756212704,1.089577858,1.879295283,1.343984041,0.955665433,0.991150319,1.067092113,1.434787113
20100701,1.425841415,1.242495936,1.76578996,1.087200811,1.837542654,1.325000511,0.973358454,0.996156154,1.086574173,1.470357623
20100702,1.415554002,1.242973997,1.794531412,1.11180538,1.844403188,1.320205938,0.980365592,0.988583101,1.078196046,1.459184534
20100705,1.429101694,1.265691333,1.804243991,1.130932644,1.851914822,1.300394234,0.95868626,0.962654691,1.058051726,1.447878877
20100706,1.418791697,1.247923278,1.834336357,1.090855255,1.830657263,1.304796289,0.987592178,0.976414912,1.079844088,1.472875725
20100707,1.404212936,1.242145826,1.797617126,1.092060797,1.897778089,1.303698355,0.95825916,0.996139592,1.071966901,1.479197763
20100708,1.417343697,1.20428271,1.780957073,1.109631937,1.9152384,1.314882743,0.952446846,1.045794472,1.079168034,1.501985855
20100709,1.388001993,1.236409528,1.796960366,1.105194423,1.912801845,1.291860753,0.960972877,1.039122739,1.081021978,1.485422344
20100712,1.374074812,1.210814332,1.824181645,1.116111008,1.927798342,1.328413166,0.963773984,1.040534582,1.074178754,1.567101661
20100713,1.332292412,1.212142312,1.803002284,1.08212729,1.925628514,1.313625417,0.955480874,1.020969751,1.092177461,1.579562738
20100714,1.319119393,1.230953333,1.755509934,1.087243218,1.965306162,1.286513952,0.942728197,1.010710041,1.088534401,1.610965691
20100715,1.34552991,1.223817513,1.768126544,1.105754187,1.97757044,1.322901939,0.933332453,1.048320577,1.087085184,1.593827725
20100716,1.342766971,1.261062199,1.80970706,1.08633386,1.986806992,1.330380849,0.905643819,1.042819855,1.081019903,1.565672524
20100719,1.315613511,1.231444697,1.759734204,1.07267264,1.970937862,1.303764358,0.906263557,1.054364034,1.090253758,1.536811928
20100720,1.339623176,1.239880054,1.759242517,1.030397502,1.92773725,1.290669778,0.909892815,1.057571332,1.086631998,1.557812445
20100721,1.297031431,1.26294593,1.76005272,1.045014649,1.908601337,1.289328953,0.913329524,1.058068762,1.098114429,1.557423972
20100722,1.324442719,1.261531247,1.84557853,1.062961286,1.859222616,1.319983801,0.916623354,1.049867438,1.101657232,1.535540618
20100723,1.313758527,1.268578027,1.826422945,1.077537174,1.859758771,1.319832228,0.917201094,1.077749226,1.095109449,1.489899456
20100726,1.299680649,1.233472667,1.832260938,1.056713288,1.821257138,1.316670182,0.9118353,1.071565485,1.102641215,1.499314852
20100727,1.269727163,1.27076806,1.810632819,1.066597166,1.827787115,1.370203807,0.893269297,1.090697118,1.127091445,1.479975997
20100728,1.268262791,1.28159103,1.77015989,1.043469348,1.887853932,1.345874072,0.914516322,1.081484756,1.141341693,1.462553283
20100729,1.257462786,1.252631349,1.751143502,1.028126365,1.882463544,1.36119561,0.906237207,1.088426555,1.099292289,1.424423959
20100730,1.264949969,1.259526728,1.722924897,1.036666484,1.87100819,1.389316551,0.923301592,1.084326067,1.096738977,1.47517582
20100802,1.305908146,1.267214701,1.777825213,1.03188474,1.848169503,1.419275724,0.934204764,1.087569265,1.122414116,1.49549706
20100803,1.33260505,1.245081225,1.774912152,1.038557785,1.844727849,1.414784098,0.919792283,1.102374028,1.1234091,1.486921638
20100804,1.368152785,1.254660605,1.745452501,1.055170869,1.818150928,1.395830463,0.949723447,1.090613121,1.174940484,1.497694325
20100805,1.392483749,1.229112118,1.777815145,1.036085937,1.866045622,1.387060668,0.943646192,1.11150848,1.185062283,1.502259095
20100806,1.406332819,1.228555543,1.787441329,1.037907493,1.888385287,1.392045506,0.918687464,1.117830853,1.192946681,1.489473639
20100809,1.425810656,1.20126718,1.795207557,1.027075449,1.904028439,1.359437716,0.912732893,1.150820272,1.202183871,1.487277993
20100810,1.399672205,1.170981905,1.78059001,1.034958749,1.915072574,1.371154265,0.936492178,1.1266421,1.185388476,1.48582534
20100811,1.363558399,1.164671559,1.758569854,1.038533575,1.948997743,1.324762743,0.928403322,1.130350283,1.178363922,1.500850299
20100812,1.357706768,1.1690361,1.797383554,1.055517254,1.954515032,1.303149049,0.951990384,1.119827353,1.219798053,1.505445894
20100813,1.373032535,1.191857389,1.78361852,1.043655497,1.965647318,1.314310362,0.959223999,1.135678442,1.248843186,1.496704218
20100816,1.3598018,1.200995847,1.732445927,1.074166676,1.962536887,1.310771117,0.99184259,1.12929013,1.243014507,1.500443776
20100817,1.322021003,1.194763031,1.786421566,1.077632945,1.973383882,1.336143734,0.989962762,1.121068075,1.265098892,1.443786833
20100818,1.317349308,1.204161004,1.789183365,1.047540773,1.99194992,1.320558931,0.981325123,1.129011204,1.268894304,1.461861705
20100819,1.342201505,1.20524021,1.792489043,1.030732065,1.999118512,1.345783562,0.968597745,1.130937262,1.2660871,1.411748898
20100820,1.38216155,1.180141246,1.823771224,1.028362502,1.979135643,1.35037288,0.932151984,1.152846344,1.27597841,1.440685632
20100823,1.387147533,1.198708738,1.858413117,1.026993575,2.055387347,1.339136308,0.933816521,1.137552293,1.240719698,1.423667331
20100824,1.372025664,1.207896952,1.860363195,1.041896185,2.051126359,1.362877225,0.918010673,1.128026936,1.227651704,1.438725654
20100825,1.343631793,1.218451602,1.87938431,1.050227832,2.096057964,1.34621505,0.936692941,1.147154291,1.214048425,1.387653258
20100826,1.347954865,1.254959072,1.886531327,1.075186968,2.087193694,1.316510088,0.938224399,1.120366593,1.250110537,1.354995237
20100827,1.336374932,1.23071086,1.917071705,1.064631656,2.120595997,1.308463345,0.954793467,1.154893908,1.243653258,1.326053342
20100830,1.305006306,1.204379384,1.87896556,1.043802439,2.069704175,1.276742441,0.95052824,1.126107982,1.244453868,1.304615133
20100831,1.320455678,1.196269055,1.886820591,1.064951673,2.087846765,1.267383545,0.962490695,1.166664362,1.238733842,1.368054756
20100901,1.315838134,1.167597254,1.891562482,1.091520757,2.051774532,1.235757101,0.937385975,1.154652032,1.21502113,1.347677324
20100902,1.324385946,1.165711614,1.923094584,1.105079567,2.105489344,1.27383385,0.943739014,1.133930134,1.239267387,1.384548517
20100903,1.30791829,1.163984239,1.895559853,1.116784699,2.149361008,1.242573745,0.964828607,1.138674357,1.227318574,1.371888598
20100906,1.351911516,1.165922065,1.892532074,1.153086021,2.090194731,1.235470667,0.968695591,1.188267699,1.224496449,1.375570935
20100907,1.358183647,1.164701394,1.911481242,1.160589482,2.067809555,1.210870156,0.983409734,1.23165693,1.215826583,1.395718169
20100908,1.340809566,1.131585605,1.938327419,1.120264681,2.062225473,1.162362082,0.990986456,1.224984217,1.216135557,1.401148838
20100909,1.318395711,1.137947843,1.962777049,1.115844346,2.054961482,1.142631081,0.975203412,1.181802453,1.228879152,1.386611584
20100910,1.256867475,1.180508137,1.936775627,1.111657477,2.002077065,1.170510943,0.972454782,1.160581326,1.249956092,1.369499837
20100913,1.281226032,1.180743608,1.908210745,1.154063846,2.018413988,1.163763941,0.990901562,1.161900907,1.231389818,1.357375341
20100914,1.260596823,1.209579941,1.991684726,1.136634507,2.051849013,1.152498347,0.976355512,1.178018134,1.268883677,1.314092792
20100915,1.234404817,1.215756868,1.94718061,1.134502609,2.10707823,1.143443034,1.002231204,1.17269806,1.308442751,1.33564062
20100916,1.26394171,1.197079138,1.89968407,1.107944244,2.102844618,1.165165958,0.949576568,1.188706616,1.323904613,1.335237444
20100917,1.274682652,1.239836264,1.89597935,1.146469452,2.109048951,1.18924531,0.94178524,1.180822621,1.314566373,1.35349438
20100920,1.28127743,1.220821684,1.948670844,1.129151676,2.146305844,1.209568225,0.932067161,1.181820815,1.30740506,1.388627615
20100921,1.311179812,1.190222705,1.998876942,1.141223548,2.211552017,1.216290544,0.930426383,1.164204176,1.33151913,1.358588892
20100922,1.360032682,1.20271146,2.025266554,1.16693,2.180791148,1.186031679,0.936795989,1.167016664,1.333908302,1.36207406
20100923,1.399342168,1.207336842,2.054185906,1.174260976,2.17596075,1.167303391,0.932504179,1.173212021,1.35148566,1.37673236
20100924,1.357566898,1.249725948,2.075494019,1.169168709,2.18312789,1.167333445,0.961123535,1.196326654,1.327443187,1.364690586
20100927,1.350189468,1.245764181,2.082894702,1.145638891,2.167098886,1.206266077,0.975138169,1.193063722,1.334958769,1.380310849
20100928,1.318235297,1.227263615,2.109217661,1.125023496,2.148836114,1.20680805,0.967268917,1.225366752,1.301498171,1.392702896
20100929,1.334582709,1.203762984,2.099855565,1.142067823,2.157698439,1.211358247,0.969330061,1.253599124,1.23553355,1.428231885
20100930,1.347759371,1.218642068,2.051880335,1.116681816,2.155882356,1.213448604,0.961988006,1.210258688,1.217539348,1.427718807
20101001,1.369454306,1.25865756,2.047874059,1.10005772,2.105430157,1.21520256,0.949525993,1.23119203,1.222069702,1.430252783
20101004,1.361889085,1.208529497,2.079348946,1.103123977,2.122819233,1.244800759,0.965475734,1.257197953,1.185661652,1.440956726
20101005,1.380386417,1.17978825,2.05299668,1.100062039,2.11678151,1.224758705,0.968740438,1.272775246,1.15731337,1.447043353
20101006,1.353840211,1.175930939,2.058006755,1.093927542,2.158683445,1.218376696,0.986532902,1.275474942,1.156097156,1.465926913
20101007,1.362694318,1.230748344,2.043857723,1.10449584,2.182284708,1.234616936,0.968494908,1.291179152,1.143493928,1.495715378
20101008,1.337940484,1.235484846,2.085599256,1.081589037,2.184033852,1.240162437,0.964201786,1.335062622,1.15386508,1.48330255
20101011,1.352600019,1.255393321,2.099261036,1.0890913,2.168319084,1.235089473,0.956930746,1.349953199,1.146830372,1.483118477
20101012,1.395806805,1.268944521,2.112333667,1.082901514,2.149021033,1.273165196,0.962103245,1.368488321,1.179420409,1.477479668
20101013,1.419366038,1.274493976,2.061182235,1.092103487,2.116238933,1.264052048,0.960017901,1.366643837,1.192180879,1.472434295
20101014,1.424089926,1.293778398,2.113234148,1.09391165,2.086769874,1.272420465,0.962644455,1.376078718,1.19602965,1.493092998
20101015,1.478811378,1.280500297,2.095282668,1.061532416,2.019561219,1.292425167,0.976789412,1.386149208,1.219157038,1.488045753
20101018,1.468555693,1.311012655,2.085207723,1.065148843,2.011457654,1.314879429,0.974843955,1.399074635,1.244643989,1.516504986
20101019,1.476501558,1.308158062,2.06325556,1.053271682,2.085519465,1.318157248,0.95888836,1.407727108,1.246177039,1.469211842
20101020,1.459091348,1.287801477,2.037197397,1.055687328,2.035055504,1.324764231,0.947008492,1.40822555,1.242651235,1.477143608
20101021,1.441830817,1.283869389,1.990768018,1.113975462,2.028953126,1.305072477,0.934536739,1.409300725,1.226059369,1.461969829
20101022,1.413133576,1.281457711,2.060854085,1.128819236,1.983136302,1.305163365,0.893478559,1.416864311,1.219975172,1.466775248
20101025,1.415565311,1.280208751,2.071485186,1.120802525,1.96843125,1.298486305,0.887078495,1.410987167,1.205367001,1.443864614
20101026,1.425559655,1.26747477,2.151494503,1.135958547,1.965183648,1.321603573,0.887946432,1.431732332,1.229771848,1.437962044
20101027,1.439284931,1.307051454,2.231440483,1.113984857,1.923536246,1.322282103,0.900937388,1.414867705,1.221998097,1.436417341
20101028,1.437532003,1.321656932,2.251275464,1.117167453,1.897232445,1.335698281,0.895304103,1.431427204,1.253913674,1.429260465
20101029,1.428496534,1.342313166,2.294301648,1.135237568,1.906667669,1.349811492,0.911717016,1.435071182,1.264524892,1.433156011
20101101,1.446393756,1.334140167,2.268401717,1.122641353,1.907822211,1.346295634,0.931159656,1.455347965,1.307117206,1.426698948
20101102,1.461183134,1.324938114,2.29881779,1.131802239,1.940765144,1.412356319,0.950523735,1.460748145,1.295046783,1.402744096
